64 64
10
20
6
35 40
0;0; 0; 0; 0;   0;   0;   0;0;0;  0;0;   0;0; 0; 0;0;   0;  0;0; 0; 0; 0; 0; 0;  0;0;   0;0;  0;0; 0;  0;0; 0; 0; 0;   0;  0;   0;   0;  0;  0;0; 0; 0;0;  0;  0; 0;  0; 0;   0;  0;   0;0;0;  0;   0;   0; 0;0;  0; 0
0;0; 0;   0;   0;  0;0;  0; 0;0;  0;  0; 0; 0;  0;   0; 0;  0; 0;0;0;0;   0;0;0;   0;0;0;  0;   0;0;0;   0;0;0;0; 0;0;   0; 0;0;   0; 0; 0;  0;0;   0; 0;   0;  0;0;0;   0;0; 0;   0;0;0;0; 0;  0; 0;  0;0
0;   0;   0;  0;0;  0;  0;  0;  0;  0;0; 0; 0;   0;0; 0;  0; 0; 0;  0;  0;   0; 2;  2;  2;   2;2; 2;  2;  2; 2;2;2;2;  2M; 0; 0;   0; 0; 0;   0;   0;   0;0;0;0;0; 0;  0;0;   0;   0;  0;  0;  0; 0; 0; 0; 0; 0;   0;  0;0; 0
0;0; 0;  0; 0; 0;   0;   0;  0;0;0;   0;0;   0;  0;  0;  0;  0;2; 2; 2;  2M;2; 2;   2;2; 2;2; 2;2;2;   2M; 2M;0;  0;   0;  0;0;0;  0;0; 0;0;0;0;   0;   0;   0;0;   0; 0;0; 0;  0; 0;0;  0;   0; 0;  0;0; 0;  0;0
0;  0;0;0; 0; 0;   0; 0;0;   0; 0;0;0;0;  0; 0;  0;   0;  0;   2;2;  2;2;2;   2; 2;  2; 2;  2;2;  2; 2M;2; 2;   2;2;2;  0; 0;   0;0;   0;0; 0; 0;0;   0; 0; 0;0; 0;0;0;  0;0; 0;  0;  0;   0; 0;  0; 0;  0; 0
0; 0;0;   0;   0;   0;  0; 0;  0;  0; 0;   0;   0; 0;  0;  0;0; 0;  0;  0;  0;   2M;  2M; 2;   2;2; 2;  2;  2;2M; 2;   2;  2; 2;0; 0;0;  0; 0;   0;  0; 0;  0;   0; 0;  0;  0; 0;  0;0;  0;  0;0;0;0;0;0;  0;  0;   0;   0;   0; 0;0
0;0;  0;  0;0;  0;  0;   0;   0; 0; 0;   0;  0; 0;  0; 0;0;   0;   0;0; 0; 0;  0;   0;2;   2;  2P;2;   2;   2M;  2;  2;   2;  2; 2;   2;   2;  2; 2;  2;0; 0;   0;   0;0;   0; 0;   0;  0; 0;0; 0;   0;  0;  0;0;0;  0; 0;   0;   0;  0;   0;   0
0;  0;  0;  0;   0;   0; 0;0;0;   0;  0; 0;  0; 0;0; 0;2;  2;   2;  2; 2; 2M;   2;2;2M;2; 2; 2; 0;0;  0;   0;0; 0; 0;  0;0; 0;   0;0;  0;0;  0; 0;  0;0; 0;   0;0;0;   0;   0;  0;   0;  0;  0;   0;   0;  0; 0;  0;0;0; 0
0; 0;  0;   0; 0;  0;  0;  0;  0;   0;0; 0;  0;0;   0;0; 2;  2;2;   2;2; 2;  2;  2;   2;   2;2;   2M;2;  0; 0;0;0;   0;   0;   0; 0;  0; 0;  0;  0;0;   0;  0;0;0;  0;  0; 0;0;   0;0;  0;  0;0;  0;  0;  0;0;0;   0;   0;  0;  0
0;   0; 0; 0; 0;  0;   0;  0;   0; 0;  0;   0;0;  0;0;   0; 0;  0;   0;0; 2;  2;   2;2M;  2;   2;2;  2; 2;   2;  2;2; 0;   0;   0;0;0;  0;0;0;0;0;   0; 0; 0;0;   0;  0;  0; 0;0;   0;0;  0;   0;  0;   0; 0; 0;0;   0;   0;  0;   0
0;   0;  0;  0;1; 1;1;1; 1;  1;1; 1;  1;  1;  1;1;  1;2; 2;  2;2;2; 2;2;2; 2;   2;   2;  2; 2; 2; 2;2;   2;2; 2M;   2;   2;2;   2;  0;   0; 0; 0;0; 0;0;0; 0;  0;  0;  0; 0;  0;   0;  0;  0;0;  0;0;0;   0;   0;0
0;  0;   0;0;0;  0;   1;1;  1M;   1;1; 1M;   1;1;  1;1;1;   1;   1M;  1; 1;   0; 0;   2; 2;   2; 2;  2; 2M;   2;  2; 2;2;  2;2;  2;   2;   2;  0;  0; 0;  0;0; 0;0;  0; 0;  0;  0; 0;0;0; 0;  0;  0;   0;   0; 0;  0;   0;0;0;   0;  0
0;0;   0; 1;  1;   1M;   1;   1;   1;   1; 1;1; 1; 1; 1; 1M;  1M;  0;0;   0;   0;  0;0;   0;2;   2; 2;   2;  2; 2; 2;2M;2;  2;2;  2; 0;  0;0; 0; 0;0; 0;  0;  0; 0;   0;0; 0; 0;   0;   0; 0;  0;   0; 0; 0;0;0; 0; 0;   0; 0;0
0;   0;   0;   0;0;  1;  1;  1;1; 1;  1;  1M;   1;  1;1;   1;   1;2;   2; 2; 2;  2; 2;2; 2;  2;  2; 2;  2;2;2;2;   2;  2; 2;2;2; 2; 2;  0; 0; 0;0;0;0;   0;0;   0;   0;0;   0;  0;0;0;  0;  0;   0; 0;0; 0;  0;0;  0;   0
0;   0;0; 0; 0;  1;1;  1;1M; 1; 1;   1;1;  1;  1;   1; 1;   2;  2;2M; 2;   2;2; 2; 2;2M;  2; 0;0;0; 0;0;   0;0;  0;0; 0; 0;   0; 0;0;0;  0;   0;  0;   0;0; 0;0;  0; 0; 0;0;0; 0;   0; 0;   0;   0; 0; 0;  0;0;0
0;0;   0;  0;   0;   0; 0; 0;1;1;  1M;1;  1;  1;   1M;1;  1;  1; 1; 1;  1M; 0;  0;2;  2; 2;   2; 2;   2;2;   2;   2;2M; 2;2;  2;   2; 2; 0;  0;0;   0;0;   0; 0;  0;   0;   0;  0;0;0;0;0;0;0; 0;  0; 0;0;   0; 0;   0;0;0
0;0; 0; 0;0; 1M;   1; 1M;   1;  1; 1;  1;  1;  1;   1;   1; 1;  1; 1;  1M; 1M;   0; 0; 0; 2M;  2M; 2;  2; 2;   2;  2;   2;2;   2;  2; 2M; 0;   0;  0;0; 0;0;   0; 0;  0;0; 0;0;  0;0; 0;0; 0; 0; 0;  0;   0;0;  0;  0;   0;  0;0;  0
0;   0;  0;   0;0;0;  1;  1;  1;   1; 1; 1;   1; 1; 1; 1M;  1; 1; 1M;   2; 2;2; 2; 2;   2;2;   2; 2;  2M;2;  2;2;  2;   2;   2; 0;   0;  0; 0;   0;0;0;   0; 0;0;   0;   0;  0;  0;0;  0; 0;  0;   0;   0;  0; 0;  0; 0;   0; 0;   0;  0;  0
0; 0; 0;1;1M;1; 1; 1;  1;   1;  1; 1P; 1;   1;1;  1; 1;1; 1;   2;   2;2; 2; 2M;  2;2; 2;2;  2M;   2;0;   0;0; 0;0;  0; 0; 0;  0;0;0;0;  0;0;  0;   0;  0; 0;  0; 0;   0;  0;0; 0;   0;   0;0;  0; 0; 0; 0;0; 0;0
0;   0;0;1;  1;1;1;  1;  1;   1;1;   1;  1;1M;   1;  1;  1;   1;   1M;  1; 1; 2;  2;  2;   2;  2; 2M;2;   2; 2M;2;  2;  2;2;2M;   2;2; 0;0;0;0; 0;   0;  0;  0; 0;  0;  0;   0; 0;  0;0;0;0; 0; 0;   0; 0;   0;   0;0;  0; 0;0
0;   0; 0;  0; 1;  1;  1P;1;1; 1;1;   1;1M; 1; 1; 1;  1;2;  2M;  2;2; 2M;2;   2M;  2;   2P; 2; 2; 0;  0;  0;  0;  0; 0;  0;0;  0;   0;   0; 0;0; 0;  0;   0;   0;  0;   0; 0;0;   0;  0;0;0; 0;0;0;   0;  0;  0;   0;   0;  0;  0;0
0; 0; 0; 0; 0; 0;0; 1; 1;1;   1;1;  1;  1; 1;  2M;   2M;   2;  2; 2;2;2; 2;  2;   2;   2; 2M;  2;2;  2;   2;   2;  2;   2; 0;   0;   0;0;   0;0;  0;0;   0;  0;   0;  0;   0;  0;0;0;  0;   0; 0; 0;  0;0;  0;   0; 0;   0;0;  0; 0; 0
0;  0;  0; 0;   0; 0;   0;  0;1; 1;   1; 1;   1M;1M; 1;  1M;  2;  2; 2;2; 2;   2M;  2;  2;2;  2;  2;  2;   2;   2;  0;0;0;  0;0; 0;  0;0;  0;0;   0;0;   0; 0;0;   0; 0;  0;  0; 0;   0;  0; 0;  0;0;   0;0;0;0; 0; 0; 0;  0;0
0;  0; 0;   0; 0;   0;  1;  1M;1;  1M;  1;  1M;   1; 1;  1;1;  1;  1;  1M; 1;  1; 0;  0;  2M;2; 2;   2;2;   2;  2; 2;  2;2;   2;   2;2;  2;2;2; 2;   2; 2; 2;   2;   2;  2;   0;  0;   0;  0;  0;   0; 0;   0; 0;0;   0;  0;  0;0; 0;  0; 0;   0
