32 32
6
13
7
10 20
0;   0; 0;   0;  0; 0;0;  0;0;0; 0;  0; 0;0;  0; 0;0;  0; 0;  0;0;  0;  0;0;   0;  0;  0; 0;   0;  0;  0;   0
0;  0;0;0; 0;   0;  0;   0;0;   0;  0;0;  0;  0;   0; 0;   0;   0; 0;  0;0;0;  0;   0;0; 0; 0;0;  0; 0;  0;  0
0; 0;   0;0; 0;   0;  0;   0;   0;   0; 0;0;0;0;0;   0; 0;  0; 0;0;0;   0;   0;  0; 0;0; 0; 0;  0; 0;   0; 0
0;0;   0;  0; 0;  0; 0;   0;  0;  0;  0;   0;   0;0; 0;  0;  2; 2;   2;  2;   2; 2; 0;   0;   0;0;   0;  0;0;   0;0; 0
0; 0;0; 1;  1;1;  1; 1; 1;1M;   1;  1;1M;   0;  0;  0;  2;   2;  2;2;2; 2;2;  0;0;   0;0; 0; 0; 0;  0;  0
0;  0; 0;1;1; 1;   1;  1M;   1; 1;1;  1;   0; 0;0;  0; 2;  2; 2; 2;2;  2;2; 2;0;  0;0;   0;   0;  0;0;   0
0;  0; 0; 1;   1;   1;1; 1; 1;1;  1;0;0; 0; 0;   2; 2; 2;  2; 2; 2; 2;2;  2; 2;   0; 0; 0;  0;0; 0;  0
0;  0;   0; 1;  1M;  1;  1;1;1;  1;1;1;  2;2;   2P; 2; 2;  2;   2; 0;   0;  0;  0; 0;0;  0; 0; 0;  0;   0;  0;   0
0;  0;   0; 1;   1;1;  1;1; 1M;   1;  0;   0; 0;0;  2;2;   2; 2;   2;2;2;  2;   2M;   2;  2;2;2;  0; 0;  0;   0;  0
0;  0;1; 1;  1P;   1;1;  1M;   1; 0;0;  0;0;0;0;0;   0;   2;   2M;   2;  2;   2; 2;   2M; 2;0;  0;0;0; 0;   0;   0
0; 0;  0;0;  1;1;  1;  1; 1M;   4M; 4;4M;  2;   2; 2; 2;  2;  2;  2;   2;   2;2M;2;2;  0;0;   0;0; 0;   0;  0;0
0;  0;  0;   1M;1;   1;  4;4;   4;  4;   4M;4;   4;4; 4;4;  4;2;   2; 2;  2; 2;  2; 0;  0;0;   0;  0;  0;   0; 0;0
0; 0; 0;  1;  1; 1; 1;  1;   1;   1;1M;4M;   4;  4;  4; 2;2; 2; 2M;   2;  2;  2;   2; 2;   2;2; 2; 2; 0; 0;   0;  0
0;   0;  0; 0;   1;1;   1;  1; 1; 1;4;  4;4; 2M;   2; 2;2;  2; 2;  4; 0;  0; 0; 0; 0;   0;0;   0;  0;   0;  0; 0
0;0;0;   0;   0;  4;  4;   4; 4;4; 4;   4;  4; 4;  2;2; 2;2;  2;  2;2; 2; 2;   2;2;  0;  0; 0;  0;   0;  0;   0
0;0; 0;   0; 0;4;   4;   4;4; 4;4;   4;   4; 4;2M;2M;   2;  2;2;  2M;   2;   0;  0;0;  0;0;  0;0;   0;  0;   0;0
0;0;0;0;0;4; 4;4; 4;4; 4; 4; 4;3;  3; 3;  3;3;3;   3;0; 0; 0;  0; 0;0;   0;0; 0;  0;0; 0
0; 0;  0;  0;  0;  4;  4M;   4;   4; 4M;   4M;4;   4; 4;   4;3;   3;   3;3;3;  3;  3; 3;  3;   3;  3;0;   0;  0;   0;0;   0
0;   0;5;  5;  5;  5;   5; 4;4;   4M;4;4; 4;  3;   3;3;  3; 3; 3;   3;  0;   0; 0;0;   0;0;0;0;  0;  0;0;   0
0;  0;  5M;  5M; 5;   5; 4;   4;4M;4; 4;4;4;4; 4;  4;  4M;3;   3; 3;3; 3;   3;  3;  3;  3;   3;3; 0;  0; 0;0
0; 0; 5;5M;5;5;   5;  4;  4;4;4;4;4;4; 3;3;3;3;   3;3;3;3;  3;   3;3;  3;  0;0;  0;   0;   0; 0
0;0;5; 5;   5;  5;5;   5;  5; 4;   4;  4;  3;3; 3;3M;3;3; 3;  3; 3;   3;3;  3;  3; 0;  0; 0; 0;0; 0;  0
0;  0;5; 5;   5;4M; 4;  4;4M;  4;  4;  4;4; 3;3;  3;   3; 3M;   3;   3; 3;   3;  3;   3;3;   3; 6; 6;  6;  6;   0;0
0;0; 0;   0;   5;  5;  5;5; 5;5;4; 4;4;   4;  3P;3;   3;   3; 3;  3;   3; 3;   3; 3;   3;6;  6;   6;   6;6; 0;   0
0;0;0; 0;5;  5M;5;5; 5; 5;5M;  4;4;4;4;3; 3;3;   3;3M;3;  6;   6;   6;6;   6;  6; 6;  6; 6M; 0; 0
0;0;0;0; 5;5;   5; 5;   5;  5;5; 5; 5; 6;6;  3;3M;  3; 3M;3;   3;  3;   3;   6;6;   6;6;   6;6; 6; 0;  0
0;0;   0; 0; 5P;   5;  5;   5;  5;   5M;  5;5;  5; 3;  3; 3;  3M;3; 3;   3; 3P; 3;3;6; 6;  6M;   6;   6; 6;   6;  0;0
0;0;  5;   5; 5;  5;5;   5; 0;  0; 6;   6; 6;  3;   3;  3;3;3;   3;3M;   3;  3; 3;  3;3;   3M; 6;6;   6;   6;  0;0
0;  0; 0;  0; 0;0;  0;0;  0; 0;   6; 6;   6;   6;3;  3;   3; 3;   3;   3;6;  6; 6; 6M;  6;   6;6;  6;6;6;  0; 0
0;   0;0;0;0;   0;   0;0;   0; 0;6;  6; 6;  6;  6;6; 6;6;   6;  6P;6;   6;6;  6;  6;  6; 6;  6;6;   6;  0;0
0;   0;0;0;   0;0;  0;   0;  0;0; 6;   6M;   6; 6; 6;   6; 6;  6;  6;  6;   6;6;6;  6;  6;6;6;  6;6;6; 0;   0
0; 0; 0; 0; 0; 0;  0; 0; 0;  0; 6;6;  6M;  6;  6; 6M; 6;  6;   6;  6;6; 6;   6;  6;   6;  6;  6; 6;   6; 6;0;0
